"DATA","SUSCETIVEIS_CENARIO_3","CUM_RECUPERADOS_CENARIO_3","EXPOSTOS_CENARIO_3","INFECTANTES_CENARIO_3","CUM_OBITOS_CENARIO_3","LEITOS_UTI_CENARIO_3","SUSCETIVEIS_CENARIO_1","CUM_RECUPERADOS_CENARIO_1","EXPOSTOS_CENARIO_1","INFECTANTES_CENARIO_1","CUM_OBITOS_CENARIO_1","LEITOS_UTI_CENARIO_1","SUSCETIVEIS_CENARIO_2","CUM_RECUPERADOS_CENARIO_2","EXPOSTOS_CENARIO_2","INFECTANTES_CENARIO_2","CUM_OBITOS_CENARIO_2","LEITOS_UTI_CENARIO_2"
2020-04-27,7160231,2404,406,1701,46,74,7160231,2404,406,1701,46,74,7160231,2404,406,1701,46,74
2020-04-28,7160254,2465,304,1718,47,79,7160254,2465,304,1718,47,79,7160254,2465,304,1718,47,79
2020-04-29,7159969,2651,335,1783,50,80,7159969,2651,335,1783,50,80,7159969,2651,335,1783,50,80
2020-04-30,7159666,2764,426,1878,54,80,7159666,2764,426,1878,54,80,7159666,2764,426,1878,54,80
2020-05-01,7159511,2887,413,1922,55,80,7159511,2887,413,1922,55,80,7159511,2887,413,1922,55,80
2020-05-02,7159347,3014,370,2000,57,80,7159347,3014,370,2000,57,80,7159347,3014,370,2000,57,80
2020-05-03,7159112,3149,411,2057,59,83,7159112,3149,411,2057,59,83,7159112,3149,411,2057,59,83
2020-05-04,7159048,3282,387,2008,63,86,7159048,3282,387,2008,63,86,7159048,3282,387,2008,63,86
2020-05-05,7158704,3390,450,2178,66,85,7158704,3390,450,2178,66,85,7158704,3390,450,2178,66,85
2020-05-06,7158235,3553,601,2331,68,82,7158235,3553,601,2331,68,82,7158235,3553,601,2331,68,82
2020-05-07,7157823,3765,679,2451,70,80,7157823,3765,679,2451,70,80,7157823,3765,679,2451,70,80
2020-05-08,7157557,3879,678,2603,71,81,7157557,3879,678,2603,71,81,7157557,3879,678,2603,71,81
2020-05-09,7157416,4040,556,2703,73,83,7157416,4040,556,2703,73,83,7157416,4040,556,2703,73,83
2020-05-10,7156960,4277,602,2870,79,86,7156960,4277,602,2870,79,86,7156960,4277,602,2870,79,86
2020-05-11,7156872,4437,560,2837,82,92,7156872,4437,560,2837,82,92,7156872,4437,560,2837,82,92
2020-05-12,7156785,4577,443,2900,83,89,7156785,4577,443,2900,83,89,7156785,4577,443,2900,83,89
2020-05-13,7156125,4768,671,3138,86,91,7156125,4768,671,3138,86,91,7156125,4768,671,3138,86,91
2020-05-14,7155617,4999,798,3287,87,95,7155617,4999,798,3287,87,95,7155617,4999,798,3287,87,95
2020-05-15,7155126,5178,822,3573,89,98,7155126,5178,822,3573,89,98,7155126,5178,822,3573,89,98
2020-05-16,7154841,5365,827,3664,91,97,7154841,5365,827,3664,91,97,7154841,5365,827,3664,91,97
2020-05-17,7154296,5585,921,3893,93,94,7154296,5585,921,3893,93,94,7154296,5585,921,3893,93,94
2020-05-18,7154172,5748,894,3879,95,97,7154172,5748,894,3879,95,97,7154172,5748,894,3879,95,97
2020-05-19,7154223,6029,611,3826,99,99,7154223,6029,611,3826,99,99,7154223,6029,611,3826,99,99
2020-05-20,7153125,6341,948,4271,103,103,7153125,6341,948,4271,103,103,7153125,6341,948,4271,103,103
2020-05-21,7152603,6701,1077,4301,106,104,7152603,6701,1077,4301,106,104,7152603,6701,1077,4301,106,104
2020-05-22,7152343,7013,806,4517,109,109,7152343,7013,806,4517,109,109,7152343,7013,806,4517,109,109
2020-05-23,7151797,7253,885,4743,110,113,7151797,7253,885,4743,110,113,7151797,7253,885,4743,110,113
2020-05-24,7151098,7606,1060,4906,118,119,7151098,7606,1060,4906,118,119,7151098,7606,1060,4906,118,119
2020-05-25,7151158,7800,881,4826,123,121,7151158,7800,881,4826,123,121,7151158,7800,881,4826,123,121
2020-05-26,7151409,8034,564,4648,133,125,7151409,8034,564,4648,133,125,7151409,8034,564,4648,133,125
2020-05-27,7150241,8457,977,4976,137,127,7150241,8457,977,4976,137,127,7150241,8457,977,4976,137,127
2020-05-28,7149436,8824,1330,5057,141,130,7149436,8824,1330,5057,141,130,7149436,8824,1330,5057,141,130
2020-05-29,7149022,9271,1134,5216,145,131,7149022,9271,1134,5216,145,131,7149022,9271,1134,5216,145,131
2020-05-30,7148452,9645,1049,5495,147,135,7148452,9645,1049,5495,147,135,7148452,9645,1049,5495,147,135
2020-05-31,7147927,10186,1128,5396,151,135,7147927,10186,1128,5396,151,135,7147927,10186,1128,5396,151,135
2020-06-01,7147554,10530,1065,5483,156,142,7147554,10530,1065,5483,156,142,7147554,10530,1065,5483,156,142
2020-06-02,7147650,10789,800,5390,159,144,7147650,10789,800,5390,159,144,7147650,10789,800,5390,159,144
2020-06-03,7146668,11470,944,5542,164,150,7146668,11470,944,5542,164,150,7146668,11470,944,5542,164,150
2020-06-04,7145935,11858,1249,5579,167,147,7145935,11858,1249,5579,167,147,7145935,11858,1249,5579,167,147
2020-06-05,7144567,12266,1560,6221,174,156,7144567,12266,1560,6221,174,156,7144567,12266,1560,6221,174,156
2020-06-06,7143927,12729,1468,6483,181,158,7143927,12729,1468,6483,181,158,7143927,12729,1468,6483,181,158
2020-06-07,7143536,13315,1254,6498,185,167,7143536,13315,1254,6498,185,167,7143536,13315,1254,6498,185,167
2020-06-08,7143314,13605,1265,6418,186,179,7143314,13605,1265,6418,186,179,7143314,13605,1265,6418,186,179
2020-06-09,7143000,13870,1180,6544,194,193,7143000,13870,1180,6544,194,193,7143000,13870,1180,6544,194,193
2020-06-10,7141107,14571,1772,7141,197,201,7141107,14571,1772,7141,197,201,7141107,14571,1772,7141,197,201
2020-06-11,7139812,15191,2083,7499,203,205,7139812,15191,2083,7499,203,205,7139812,15191,2083,7499,203,205
2020-06-12,7138966,15693,1922,7998,209,212,7138966,15693,1922,7998,209,212,7138966,15693,1922,7998,209,212
2020-06-13,7136720,16228,2463,9162,215,221,7136720,16228,2463,9162,215,221,7136720,16228,2463,9162,215,221
2020-06-14,7134648,16813,3028,10082,217,225,7134648,16813,3028,10082,217,225,7134648,16813,3028,10082,217,225
2020-06-15,7133315,17283,3026,10939,225,233,7133315,17283,3026,10939,225,233,7133315,17283,3026,10939,225,233
2020-06-16,7133854,17592,2291,10813,238,245,7133854,17592,2291,10813,238,245,7133854,17592,2291,10813,238,245
2020-06-17,7132705,18204,2080,11551,248,258,7132705,18204,2080,11551,248,258,7132705,18204,2080,11551,248,258
2020-06-18,7131486,18822,2332,11891,257,263,7131486,18822,2332,11891,257,263,7131486,18822,2332,11891,257,263
2020-06-19,7130162,19752,2164,12450,260,266,7130162,19752,2164,12450,260,266,7130162,19752,2164,12450,260,266
2020-06-20,7128900,20277,2315,13026,270,290,7128900,20277,2315,13026,270,290,7128900,20277,2315,13026,270,290
2020-06-21,7127930,20987,2457,13135,279,301,7127930,20987,2457,13135,279,301,7127930,20987,2457,13135,279,301
2020-06-22,7127903,21522,2065,13008,290,316,7127903,21522,2065,13008,290,316,7127903,21522,2065,13008,290,316
2020-06-23,7127685,22144,1722,12935,302,332,7127685,22144,1722,12935,302,332,7127685,22144,1722,12935,302,332
2020-06-24,7126227,23269,2216,12761,315,350,7126227,23269,2216,12761,315,350,7126227,23269,2216,12761,315,350
2020-06-25,7125040,24207,2656,12563,322,353,7125040,24207,2656,12563,322,353,7125040,24207,2656,12563,322,353
2020-06-26,7122883,25180,3332,13067,326,360,7122883,25180,3332,13067,326,360,7122883,25180,3332,13067,326,360
2020-06-27,7120602,26653,3461,13733,339,375,7120602,26653,3461,13733,339,375,7120602,26653,3461,13733,339,375
2020-06-28,7118925,28178,3171,14158,356,383,7118925,28178,3171,14158,356,383,7118925,28178,3171,14158,356,383
2020-06-29,7117169,29645,3100,14501,373,388,7117169,29645,3100,14501,373,388,7117169,29645,3100,14501,373,388
2020-06-30,7116293,30441,2838,14832,384,395,7116293,30441,2838,14832,384,395,7116293,30441,2838,14832,384,395
2020-07-01,7113480,31704,3512,15698,394,421,7113480,31704,3512,15698,394,421,7113480,31704,3512,15698,394,421
2020-07-02,7111408,32750,3924,16299,407,432,7111408,32750,3924,16299,407,432,7111408,32750,3924,16299,407,432
2020-07-03,7109523,33835,3685,17318,427,457,7109523,33835,3685,17318,427,457,7109523,33835,3685,17318,427,457
2020-07-04,7107223,35034,3758,18335,438,468,7107223,35034,3758,18335,438,468,7107223,35034,3758,18335,438,468
2020-07-05,7102769,36270,5099,20201,449,496,7102769,36270,5099,20201,449,496,7102769,36270,5099,20201,449,496
2020-07-06,7101830,37072,4871,20550,465,510,7101830,37072,4871,20550,465,510,7101830,37072,4871,20550,465,510
2020-07-07,7102620,37959,3429,20298,482,524,7102620,37959,3429,20298,482,524,7102620,37959,3429,20298,482,524
2020-07-08,7099064,39257,4441,21530,496,544,7099064,39257,4441,21530,496,544,7099064,39257,4441,21530,496,544
2020-07-09,7096642,40583,4961,22088,514,570,7096642,40583,4961,22088,514,570,7096642,40583,4961,22088,514,570
2020-07-10,7093611,42554,4831,23261,531,586,7093611,42554,4831,23261,531,586,7093611,42554,4831,23261,531,586
2020-07-11,7091054.42868003,44000,4962.78565998483,24212.7856599848,558,600,7091054.42868003,44000,4962.78565998483,24212.7856599848,558,600,7091054.42868003,44000,4962.78565998483,24212.7856599848,558,600
2020-07-12,7089197.79364286,45681,4792.60317856966,24541.6031785697,575,622,7089197.79364286,45681,4792.60317856966,24541.6031785697,575,622,7089197.79364286,45681,4792.60317856966,24541.6031785697,575,622
2020-07-13,7087187.88054848,47055,4826.66689576966,25115.4525557545,603,636,7087187.88054848,47055,4826.66689576966,25115.4525557545,603,636,7087187.88054848,47055,4826.66689576966,25115.4525557545,603,636
